core_number,prefetcher,trace_set,speedup
2,prophet,ml-13,0.998495611770949
2,prophet,gap-23,0.9405231073631991
2,prophet,ligra-14,0.9670748211129737
2,prophet,mix-16,0.9838101581375226
2,prophet,mix-14,0.9993919788777983
2,prophet,ligra-6,0.962391150456254
2,prophet,ml-11,0.9916978081626219
2,prophet,spec17-10,0.7103409135060702
2,prophet,gap-4,0.9999949458404023
2,prophet,ligra-13,0.9819049946592894
2,prophet,spec17-16,0.7140761004236039
2,prophet,ligra-16,1.0056173205378396
2,prophet,gap-10,0.9757868804103519
2,prophet,gap-20,0.9462050534246469
2,prophet,ligra-12,0.991849070914993
2,prophet,mix-5,0.913818330648422
2,prophet,mix-6,0.9744329108230505
2,prophet,mix-18,0.9658809278169255
2,prophet,ml-10,0.9985989897365413
2,prophet,gap-13,0.9722032993593509
2,prophet,ligra-24,0.9888842016959803
2,prophet,ml-8,0.9813102699492284
2,prophet,google-18,0.9534162530532921
2,prophet,spec17-2,0.9129797290403456
2,prophet,ligra-17,0.9715209843722596
2,prophet,google-16,0.9489716106622886
2,prophet,mix-11,0.9491075371461838
2,prophet,spec17-8,0.7368653546627937
2,prophet,google-2,0.967974899771981
2,prophet,ligra-19,0.9460320129202362
2,prophet,ligra-3,0.9685281460440167
2,prophet,gap-15,0.9359260915200085
2,prophet,mix-7,0.9651992257878592
2,prophet,ml-2,0.997020154579426
2,prophet,ml-5,0.9774408873443575
2,prophet,ligra-8,0.9951172805199674
2,prophet,spec17-11,1.0006763612541951
2,prophet,spec17-19,0.6982737205474007
2,prophet,spec17-9,0.9295256294797577
2,prophet,google-14,0.9858636765433131
2,prophet,spec17-15,0.9490125824414142
2,prophet,ligra-2,0.9888842016959803
2,prophet,mix-19,0.987956487361627
2,prophet,google-15,0.961982123258953
2,prophet,ml-21,0.9930229385047475
2,prophet,gap-0,0.9116067213207971
2,prophet,gap-11,0.9443443812387486
2,prophet,ligra-5,0.9976478627687086
2,prophet,gap-14,0.9471892284433613
2,prophet,spec17-13,0.895261064833528
2,prophet,mix-8,0.9752810429353939
2,prophet,mix-0,0.9496809996275477
2,prophet,ligra-7,0.9795606102473423
2,prophet,gap-1,0.9261959960569462
2,prophet,gap-17,0.9240416142046203
2,prophet,gap-2,0.9723139788357041
2,prophet,ml-7,0.995835238566163
2,prophet,ml-19,0.9865515621892792
2,prophet,spec17-21,0.9381777586976711
2,prophet,mix-2,0.9285955491645893
2,prophet,ml-14,0.9924281878655877
2,prophet,gap-19,0.9261959960569462
2,prophet,ml-0,0.9963899467414996
2,prophet,google-13,0.9601664069044626
2,prophet,ligra-1,0.9460320129202362
2,prophet,gap-22,0.966019827326341
2,prophet,ml-9,0.9884601433721782
2,prophet,spec17-6,0.8795670744728706
2,prophet,ml-12,0.9973826223716219
2,prophet,gap-6,0.9686852104570366
2,prophet,gap-5,0.9428083856667089
2,prophet,ligra-23,0.9797463120285719
2,prophet,ml-16,1.0025558619543424
2,prophet,spec17-23,0.7187053773167047
2,prophet,ligra-10,0.9675660371327207
2,prophet,mix-12,0.9992015135998484
2,prophet,ml-6,0.9755005053557243
2,prophet,google-1,0.9834755412671707
2,prophet,mix-1,0.987956487361627
2,prophet,gap-18,0.9688532475777544
2,prophet,gap-9,0.9085804273701624
2,prophet,spec17-18,0.735415097505419
2,prophet,mix-10,0.988931263770834
2,prophet,mix-24,0.9285955491645893
2,prophet,google-4,0.9746946898798937
2,prophet,spec17-17,0.7283559535157085
2,prophet,spec17-7,0.8666130819224301
2,prophet,ml-24,0.997020154579426
2,prophet,google-19,0.9834755412671707
2,prophetd1,ml-1,0.9865515621892792
2,prophetd1,google-17,0.9642264820776374
2,prophetd1,google-12,0.9853773574453727
2,prophetd1,mix-4,0.9452053281320802
2,prophetd1,google-11,0.9765785944349935
2,prophetd1,mix-9,0.9553224201342893
2,prophetd1,ml-22,1.0032841573019589
2,prophetd1,gap-24,0.9723139788357041
2,prophetd1,google-10,0.9583962037898565
2,prophetd1,spec17-20,0.8505479847599071
2,prophetd1,ligra-20,0.9772908897650687
2,prophetd1,spec17-14,0.7748092891016043
2,prophetd1,google-23,0.9755691106010461
2,prophetd1,ml-4,0.9972043761064286
2,prophetd1,ligra-15,0.9876821012294823
2,prophetd1,gap-16,0.9448763297065148
2,prophetd1,spec17-3,0.9738585996868605
2,prophetd1,spec17-5,0.8772507620552863
2,prophetd1,google-6,0.949351204493862
2,prophetd1,ml-3,0.9930041303862411
2,prophetd1,google-0,0.9838416380800604
2,prophetd1,spec17-12,0.9599513975926548
2,prophetd1,ligra-9,1.0022506238297804
2,prophetd1,ml-15,0.9903867463359356
2,prophetd1,gap-7,0.9470603152019205
2,prophetd1,google-8,0.9758277626497398
2,prophetd1,spec17-22,0.8825498560345644
2,prophetd1,google-21,0.9669993755955425
2,prophetd1,ml-18,0.9974599615773682
2,prophetd1,ligra-18,0.9821536291085878
2,prophetd1,google-5,0.9831950260038496
2,prophetd1,ml-23,0.989562745212654
2,prophetd1,google-22,0.9724956790490829
2,prophetd1,ml-17,0.9964125223668595
2,prophetd1,mix-21,0.9585911755382153
2,prophetd1,ligra-4,0.987493008701947
2,prophetd1,google-24,0.9705367771379753
2,prophetd1,spec17-1,0.6982737205474007
2,prophetd1,gap-8,0.9455141084813575
2,prophetd1,mix-13,0.992993036141346
2,prophetd1,google-9,0.9657017342286399
2,prophetd1,spec17-4,0.9222595018689549
2,prophetd1,mix-15,0.9380743347092293
2,prophetd1,ligra-21,0.9951390344506109
2,prophetd1,ml-20,0.9912253110522243
2,prophetd1,mix-22,0.9870827041505619
2,prophetd1,ligra-0,0.969178946562752
2,prophetd1,mix-17,0.965806488855497
2,prophetd1,google-20,0.96242250849018
2,prophetd1,gap-12,0.9236789515962073
2,prophetd1,mix-20,0.7283667746055097
2,prophetd1,gap-21,0.9234118081084779
2,prophetd1,google-7,0.9633498031674766
2,prophetd1,ligra-22,0.9623807977308113
2,prophetd1,mix-3,0.948798060393268
2,prophetd1,mix-23,0.9313067456112563
2,prophetd1,spec17-24,0.9129797290403456
2,prophetd1,google-3,0.960977739534572
2,prophetd1,spec17-0,0.9195263775616217
2,prophetd1,gap-3,0.9122536106264972
2,prophetd1,ligra-11,0.9685186175573007
2,prophetd1,ml-13,0.998495611770949
2,prophetd1,gap-23,0.9405231073631991
2,prophetd1,ligra-14,0.9670748211129737
2,prophetd1,mix-16,0.9838101581375226
2,prophetd1,mix-14,0.9993919788777983
2,prophetd1,ligra-6,0.962391150456254
2,prophetd1,ml-11,0.9916978081626219
2,prophetd1,spec17-10,0.7103409135060702
2,prophetd1,gap-4,0.9999949458404023
2,prophetd1,ligra-13,0.9819049946592894
2,prophetd1,spec17-16,0.7140761004236039
2,prophetd1,ligra-16,1.0056173205378396
2,prophetd1,gap-10,0.9757868804103519
2,prophetd1,gap-20,0.9462050534246469
2,prophetd1,ligra-12,0.991849070914993
2,prophetd1,mix-5,0.913818330648422
2,prophetd1,mix-6,0.9744329108230505
2,prophetd1,mix-18,0.9658809278169255
2,prophetd1,ml-10,0.9985989897365413
2,prophetd1,gap-13,0.9722032993593509
2,prophetd1,ligra-24,0.9888842016959803
2,prophetd1,ml-8,0.9813102699492284
2,prophetd1,google-18,0.9534162530532921
2,prophetd1,spec17-2,0.9129797290403456
2,prophetd1,ligra-17,0.9715209843722596
2,prophetd1,google-16,0.9489716106622886
2,prophetd1,mix-11,0.9491075371461838
2,prophetd1,spec17-8,0.7368653546627937
2,prophetd1,google-2,0.9705367771379753
2,prophetd1,ligra-19,0.9460320129202362
2,prophetd1,ligra-3,0.9685281460440167
2,prophetd1,gap-15,0.9359260915200085
2,prophetd1,mix-7,0.9651992257878592
2,prophetd1,ml-2,0.997020154579426
2,prophetd1,ml-5,0.9774408873443575
2,prophetd1,ligra-8,0.9951172805199674
2,prophetd1,spec17-11,1.0006763612541951
2,prophetd1,spec17-19,0.6982737205474007
2,prophetd1,spec17-9,0.9295256294797577
2,prophetd1,google-14,0.9858636765433131
2,prophetd1,spec17-15,0.9490125824414142
2,prophetd1,ligra-2,0.9888842016959803
2,prophetd1,mix-19,0.987956487361627
2,prophetd1,google-15,0.961982123258953
2,prophetd1,ml-21,0.9930229385047475
2,prophetd1,gap-0,0.9116067213207971
2,prophetd1,gap-11,0.9443443812387486
2,prophetd1,ligra-5,0.9976478627687086
2,prophetd1,gap-14,0.9471892284433613
2,prophetd1,spec17-13,0.895261064833528
2,prophetd1,mix-8,0.9752810429353939
2,prophetd1,mix-0,0.9496809996275477
2,prophetd1,ligra-7,0.9795606102473423
2,prophetd1,gap-1,0.9261959960569462
2,prophetd1,gap-17,0.9240416142046203
2,prophetd1,gap-2,0.9723139788357041
2,prophetd1,ml-7,0.995835238566163
2,prophetd1,ml-19,0.9865515621892792
2,prophetd1,spec17-21,0.9381777586976711
2,prophetd1,mix-2,0.9285955491645893
2,prophetd1,ml-14,0.9924281878655877
2,prophetd1,gap-19,0.9261959960569462
2,prophetd1,ml-0,0.9963899467414996
2,prophetd1,google-13,0.9601664069044626
2,prophetd1,ligra-1,0.9460320129202362
2,prophetd1,gap-22,0.966019827326341
2,prophetd1,ml-9,0.9884601433721782
2,prophetd1,spec17-6,0.8795670744728706
2,prophetd1,ml-12,0.9973826223716219
2,prophetd1,gap-6,0.9686852104570366
2,prophetd1,gap-5,0.9428083856667089
2,prophetd1,ligra-23,0.9797463120285719
2,prophetd1,ml-16,1.0025558619543424
2,prophetd1,spec17-23,0.7187053773167047
2,prophetd1,ligra-10,0.9675660371327207
2,prophetd1,mix-12,0.9992015135998484
2,prophetd1,ml-6,0.9755005053557243
2,prophetd1,google-1,0.9834755412671707
2,prophetd1,mix-1,0.987956487361627
2,prophetd1,gap-18,0.9688532475777544
2,prophetd1,gap-9,0.9085804273701624
2,prophetd1,spec17-18,0.735415097505419
2,prophetd1,mix-10,0.988931263770834
2,prophetd1,mix-24,0.9285955491645893
2,prophetd1,google-4,0.9746946898798937
2,prophetd1,spec17-17,0.7283559535157085
2,prophetd1,spec17-7,0.8666130819224301
2,prophetd1,ml-24,0.997020154579426
2,prophetd1,google-19,0.9834755412671707
4,prophet,ml-1,0.9906240778654563
4,prophet,google-17,0.9684231690046887
4,prophet,google-12,0.9800099503786858
4,prophet,mix-4,0.9177565530972559
4,prophet,google-11,0.9763231179173953
4,prophet,mix-9,0.94028757683037
4,prophet,ml-22,0.9997327391090277
4,prophet,gap-24,0.9675794441625193
4,prophet,google-10,0.972694475160334
4,prophet,spec17-20,0.8623571101785069
4,prophet,ligra-20,0.9941360265799912
4,prophet,spec17-14,0.8046982341478117
4,prophet,google-23,0.9733107929230597
4,prophet,ml-4,0.9971052907593557
4,prophet,ligra-15,0.9703821366716134
4,prophet,gap-16,0.9538497826097153
4,prophet,spec17-3,0.9631744715231852
4,prophet,spec17-5,0.7224907947497781
4,prophet,google-6,0.9726542506320545
4,prophet,ml-3,0.9939374909856091
4,prophet,google-0,0.9635978489427093
4,prophet,spec17-12,0.8223773008521216
4,prophet,ligra-9,1.0001563860354359
4,prophet,ml-15,0.9974853743213049
4,prophet,gap-7,0.9834300764341348
4,prophet,google-8,0.9574866373153694
4,prophet,spec17-22,0.8298382084691379
4,prophet,google-21,0.9833954682357323
4,prophet,ml-18,0.9884048045660074
4,prophet,ligra-18,0.9835316976205024
4,prophet,google-5,0.976758786536875
4,prophet,ml-23,0.9931407926602576
4,prophet,google-22,0.9615462010638507
4,prophet,ml-17,0.9889961462821735
4,prophet,mix-21,0.9844677707667638
4,prophet,ligra-4,0.9899137151395856
4,prophet,google-24,0.9797072459075007
4,prophet,spec17-1,0.8213469847455644
4,prophet,gap-8,0.9376059804187277
4,prophet,mix-13,0.9364931056876714
4,prophet,google-9,0.9800575341950978
4,prophet,spec17-4,0.8340756164168122
4,prophet,mix-15,0.9527831783912314
4,prophet,ligra-21,0.9855405562561443
4,prophet,ml-20,0.9985786981322772
4,prophet,mix-22,0.8782672721531749
4,prophet,ligra-0,0.9653371427280556
4,prophet,mix-17,0.9236412865883443
4,prophet,google-20,0.9799554627172246
4,prophet,gap-12,0.9501866252465766
4,prophet,mix-20,0.9685614535907079
4,prophet,gap-21,0.9976740193550124
4,prophet,google-7,0.9766140958045683
4,prophet,ligra-22,0.9802343550034356
4,prophet,mix-3,0.9576197123654482
4,prophet,mix-23,0.977719704169584
4,prophet,spec17-24,0.7962742613493735
4,prophet,google-3,0.9682914368940533
4,prophet,spec17-0,0.7764505299663956
4,prophet,gap-3,0.9523615106775
4,prophet,ligra-11,0.9772410718511714
4,prophet,ml-13,0.9908744953162564
4,prophet,gap-23,0.9992701602010057
4,prophet,ligra-14,0.9821172967198388
4,prophet,mix-16,1.0052987424363218
4,prophet,mix-14,0.9760277846529187
4,prophet,ligra-6,0.9738237211323184
4,prophet,ml-11,1.0018423087360215
4,prophet,spec17-10,0.8602487071609385
4,prophet,gap-4,0.9279860882869192
4,prophet,ligra-13,0.970261081403986
4,prophet,spec17-16,0.834881020972725
4,prophet,ligra-16,0.9863944116771232
4,prophet,gap-10,0.9532157854406315
4,prophet,gap-20,0.9687156828258264
4,prophet,ligra-12,0.9677422048382339
4,prophet,mix-5,0.9914061361405365
4,prophet,mix-6,0.9434089772306775
4,prophet,mix-18,0.9732216090233904
4,prophet,ml-10,0.9963126051089849
4,prophet,gap-13,0.9718409846905025
4,prophet,ligra-24,0.9756697356330627
4,prophet,ml-8,0.9985737633254742
4,prophet,google-18,0.9763336995404085
4,prophet,spec17-2,0.7962742613493735
4,prophet,ligra-17,0.9879816323933164
4,prophet,google-16,0.9779915191953814
4,prophet,mix-11,0.9709300882278593
4,prophet,spec17-8,0.796520115007786
4,prophet,google-2,0.9797072459075007
4,prophet,ligra-19,1.0032779735629784
4,prophet,ligra-3,0.9911766350347213
4,prophet,gap-15,0.9616260712929633
4,prophet,mix-7,0.9878220833250158
4,prophet,ml-2,0.9966511691748946
4,prophet,ml-5,0.9939662845773105
4,prophet,ligra-8,0.9707669486939694
4,prophet,spec17-11,0.8534877033008272
4,prophet,spec17-19,0.8213469847455644
4,prophet,spec17-9,0.7685010872159681
4,prophet,google-14,0.98218346655444
4,prophet,spec17-15,0.8774380665038669
4,prophet,ligra-2,0.9756697356330627
4,prophet,mix-19,0.9648798215484329
4,prophet,google-15,0.9854080681309804
4,prophet,ml-21,0.9871160416740891
4,prophet,gap-0,0.9597823880920185
4,prophet,gap-11,0.9761320183981333
4,prophet,ligra-5,0.9665833440303868
4,prophet,gap-14,0.9520739225962996
4,prophet,spec17-13,0.8120524752978795
4,prophet,mix-8,0.9656575800926248
4,prophet,mix-0,0.9850213501718309
4,prophet,ligra-7,0.9940974518391327
4,prophet,gap-1,0.9377414204034571
4,prophet,gap-17,0.9665323931860129
4,prophet,gap-2,0.9675794441625193
4,prophet,ml-7,0.9948328342633254
4,prophet,ml-19,0.9906240778654563
4,prophet,spec17-21,0.8174562142725111
4,prophet,mix-2,0.9686597008232687
4,prophet,ml-14,0.9835481801034934
4,prophet,gap-19,0.9377414204034571
4,prophet,ml-0,0.9952141466250206
4,prophet,google-13,0.960834693046649
4,prophet,ligra-1,1.0032779735629784
4,prophet,gap-22,0.9555056941107578
4,prophet,ml-9,0.9850252328889827
4,prophet,spec17-6,0.865399790539719
4,prophet,ml-12,0.9888429570930556
4,prophet,gap-6,0.9485695277678718
4,prophet,gap-5,0.998968976601933
4,prophet,ligra-23,0.9874189400195249
4,prophet,ml-16,0.9926807347899683
4,prophet,spec17-23,0.8948271918977031
4,prophet,ligra-10,0.98407763727638
4,prophet,mix-12,0.960070092150243
4,prophet,ml-6,0.995554442724961
4,prophet,google-1,0.9833780501032129
4,prophet,mix-1,0.9648798215484329
4,prophet,gap-18,0.9293155589500153
4,prophet,gap-9,0.9372421117033342
4,prophet,spec17-18,0.9356417195312303
4,prophet,mix-10,0.9710758126704554
4,prophet,mix-24,0.9686597008232687
4,prophet,google-4,0.9804895128909632
4,prophet,spec17-17,0.8088872240408495
4,prophet,spec17-7,0.8105193638517831
4,prophet,ml-24,0.9966511691748946
4,prophet,google-19,0.9833780501032129
4,triangel,ml-1,1.0082319000660944
4,triangel,google-17,0.9824641059015233
4,triangel,google-12,0.9835420328402109
4,triangel,mix-4,1.0830474760520665
4,triangel,google-11,0.9872670769532513
4,triangel,mix-9,1.0344180026435468
4,triangel,ml-22,1.0018950673414244
4,triangel,gap-24,1.043321363001327
4,triangel,google-10,0.9797032508185439
4,triangel,spec17-20,1.0129116730271468
4,triangel,ligra-20,1.0147299607756204
4,triangel,spec17-14,0.8559158066830771
4,triangel,google-23,0.9832340220414197
4,triangel,ml-4,1.0787466669192223
4,triangel,ligra-15,0.9911245031364181
4,triangel,gap-16,1.0523045309772765
4,triangel,spec17-3,1.0053814998064436
4,triangel,spec17-5,0.9861081658104014
4,triangel,google-6,0.9879557806102713
4,triangel,ml-3,1.0921986704295905
4,triangel,google-0,0.9708798589984008
4,triangel,spec17-12,0.8636720451721022
4,triangel,ligra-9,1.004987667616828
4,triangel,ml-15,1.0021987511177115
4,triangel,gap-7,1.0715486671357697
4,triangel,google-8,0.9668784230108041
4,triangel,spec17-22,1.065781539457294
4,triangel,google-21,0.9930813992166844
4,triangel,ml-18,1.0004441835309794
4,triangel,ligra-18,1.0146717320366103
4,triangel,google-5,0.9899710169103163
4,triangel,ml-23,1.0027139728113863
4,triangel,google-22,0.9741939391366449
4,triangel,ml-17,1.0085644374299707
4,triangel,mix-21,1.0001626833799506
4,triangel,ligra-4,1.0109865034354664
4,triangel,google-24,0.9852935290529939
4,triangel,spec17-1,1.0938179748386747
4,triangel,gap-8,1.1007466482243007
4,triangel,mix-13,1.013899732908406
4,triangel,google-9,0.9825722557257236
4,triangel,spec17-4,0.9087236979791838
4,triangel,mix-15,1.022220977504363
4,triangel,ligra-21,1.0133107445620442
4,triangel,ml-20,1.1009290744832985
4,triangel,mix-22,1.0769157516225016
4,triangel,ligra-0,0.9928233391025668
4,triangel,mix-17,0.9579720465615579
4,triangel,google-20,0.9852279394535691
4,triangel,gap-12,1.0561715328843115
4,triangel,mix-20,0.9865789686734648
4,triangel,gap-21,1.0090601391495395
4,triangel,google-7,0.9869923698181459
4,triangel,ligra-22,1.0078996827846112
4,triangel,mix-3,1.0272454163099738
4,triangel,mix-23,0.9876092081023822
4,triangel,spec17-24,1.067105679586242
4,triangel,google-3,0.980684218473909
4,triangel,spec17-0,0.8916819043697096
4,triangel,gap-3,1.1257656163318317
4,triangel,ligra-11,1.0018031283123043
4,triangel,ml-13,1.01122399586156
4,triangel,gap-23,1.009973647497909
4,triangel,ligra-14,0.9926990845812244
4,triangel,mix-16,1.0215261969351053
4,triangel,mix-14,1.0220945468613614
4,triangel,ligra-6,0.9971287148199479
4,triangel,ml-11,1.0099233437447674
4,triangel,spec17-10,0.9442690049928923
4,triangel,gap-4,1.1654913391008437
4,triangel,ligra-13,0.9849406210513445
4,triangel,spec17-16,0.9003202712905953
4,triangel,ligra-16,1.0120075138371474
4,triangel,gap-10,1.041043566537152
4,triangel,gap-20,1.0419559849212499
4,triangel,ligra-12,1.0001462937974777
4,triangel,mix-5,1.0028332526432036
4,triangel,mix-6,1.046489833283891
4,triangel,mix-18,1.066811627713068
4,triangel,ml-10,1.0061978049006368
4,triangel,gap-13,1.0511895295526394
4,triangel,ligra-24,0.9934259135364072
